sample_id,template_id,user_input,intent_label,source,split
INT269,deduce_t3,从转账记录与口供时间冲突判断，嫌疑人显然提前布置了窗台上的纤维碎屑,deduce,synthetic,
INT270,deduce_t4,我认为便利店店员在刻意转移视线，背后与旧日恩怨有关,deduce,synthetic,
INT271,deduce_t0,我怀疑嫌疑人在伪造不在场证明，动机可能是隐瞒关系,deduce,synthetic,
INT272,deduce_t1,根据车库刹车痕方向异常和时间线推断，真正的作案者更像是目击者,deduce,synthetic,
INT273,deduce_t2,结合手机最后一次通话记录来看，这起案件应该不是意外，而是财务纠纷,deduce,synthetic,
INT274,deduce_t3,从监控在关键时间段突然中断判断，嫌疑人显然提前布置了监控画面中的反光衣角,deduce,synthetic,
INT275,deduce_t4,我认为报案人在刻意转移视线，背后与债务压力有关,deduce,synthetic,
INT276,deduce_t0,我怀疑失踪者的同事在伪造不在场证明，动机可能是保险赔偿,deduce,synthetic,
INT277,deduce_t1,根据转账记录与口供时间冲突和时间线推断，真正的作案者更像是楼下保安,deduce,synthetic,
INT278,deduce_t2,结合嫌疑人衣袖上的灰尘来看，这起案件应该不是意外，而是旧日恩怨,deduce,synthetic,
INT279,deduce_t3,从窗台纤维与雨衣材质相同判断，嫌疑人显然提前布置了门锁边缘的刮痕,deduce,synthetic,
INT280,deduce_t4,我认为目击者在刻意转移视线，背后与非法交易有关,deduce,synthetic,
INT281,deduce_t0,我怀疑受害者家属在伪造不在场证明，动机可能是财务纠纷,deduce,synthetic,
INT282,deduce_t1,根据监控在关键时间段突然中断和时间线推断，真正的作案者更像是出租车司机,deduce,synthetic,
INT283,deduce_t2,结合地面残留的泥点来看，这起案件应该不是意外，而是债务压力,deduce,synthetic,
INT284,deduce_t3,从鞋印大小与嫌疑人一致判断，嫌疑人显然提前布置了桌面上未喝完的咖啡杯,deduce,synthetic,
INT285,deduce_t4,我认为楼下保安在刻意转移视线，背后与职场竞争有关,deduce,synthetic,
INT286,deduce_t0,我怀疑便利店店员在伪造不在场证明，动机可能是旧日恩怨,deduce,synthetic,
INT287,deduce_t1,根据窗台纤维与雨衣材质相同和时间线推断，真正的作案者更像是嫌疑人,deduce,synthetic,
INT288,deduce_t2,结合走廊里的脚印来看，这起案件应该不是意外，而是非法交易,deduce,synthetic,
INT289,deduce_t3,从门锁无撬痕但门把有摩擦判断，嫌疑人显然提前布置了手机最后一次通话记录,deduce,synthetic,
INT290,deduce_t4,我认为出租车司机在刻意转移视线，背后与家庭矛盾有关,deduce,synthetic,
INT291,deduce_t0,我怀疑报案人在伪造不在场证明，动机可能是债务压力,deduce,synthetic,
INT292,deduce_t1,根据鞋印大小与嫌疑人一致和时间线推断，真正的作案者更像是失踪者的同事,deduce,synthetic,
INT293,deduce_t2,结合窗台上的纤维碎屑来看，这起案件应该不是意外，而是职场竞争,deduce,synthetic,
INT294,deduce_t3,从走廊地面留下新鲜泥渍判断，嫌疑人显然提前布置了嫌疑人衣袖上的灰尘,deduce,synthetic,
INT295,deduce_t4,我认为嫌疑人在刻意转移视线，背后与隐瞒关系有关,deduce,synthetic,
INT296,deduce_t0,我怀疑目击者在伪造不在场证明，动机可能是非法交易,deduce,synthetic,
INT297,deduce_t1,根据门锁无撬痕但门把有摩擦和时间线推断，真正的作案者更像是受害者家属,deduce,synthetic,
INT298,deduce_t2,结合监控画面中的反光衣角来看，这起案件应该不是意外，而是家庭矛盾,deduce,synthetic,
INT299,deduce_t3,从手机恢复出陌生号码的通话判断，嫌疑人显然提前布置了地面残留的泥点,deduce,synthetic,
INT300,deduce_t4,我认为失踪者的同事在刻意转移视线，背后与保险赔偿有关,deduce,synthetic,
INT301,deduce_t0,我怀疑楼下保安在伪造不在场证明，动机可能是职场竞争,deduce,synthetic,
INT302,deduce_t1,根据走廊地面留下新鲜泥渍和时间线推断，真正的作案者更像是便利店店员,deduce,synthetic,
INT303,deduce_t2,结合门锁边缘的刮痕来看，这起案件应该不是意外，而是隐瞒关系,deduce,synthetic,
INT304,deduce_t3,从车库刹车痕方向异常判断，嫌疑人显然提前布置了走廊里的脚印,deduce,synthetic,
INT305,deduce_t4,我认为受害者家属在刻意转移视线，背后与财务纠纷有关,deduce,synthetic,
INT306,deduce_t0,我怀疑出租车司机在伪造不在场证明，动机可能是家庭矛盾,deduce,synthetic,
INT307,deduce_t1,根据手机恢复出陌生号码的通话和时间线推断，真正的作案者更像是报案人,deduce,synthetic,
INT308,deduce_t2,结合桌面上未喝完的咖啡杯来看，这起案件应该不是意外，而是保险赔偿,deduce,synthetic,
INT309,deduce_t3,从转账记录与口供时间冲突判断，嫌疑人显然提前布置了窗台上的纤维碎屑,deduce,synthetic,
INT310,deduce_t4,我认为便利店店员在刻意转移视线，背后与旧日恩怨有关,deduce,synthetic,
INT311,deduce_t0,我怀疑嫌疑人在伪造不在场证明，动机可能是隐瞒关系,deduce,synthetic,
INT312,deduce_t1,根据车库刹车痕方向异常和时间线推断，真正的作案者更像是目击者,deduce,synthetic,
INT313,deduce_t2,结合手机最后一次通话记录来看，这起案件应该不是意外，而是财务纠纷,deduce,synthetic,
INT314,deduce_t3,从监控在关键时间段突然中断判断，嫌疑人显然提前布置了监控画面中的反光衣角,deduce,synthetic,
INT315,deduce_t4,我认为报案人在刻意转移视线，背后与债务压力有关,deduce,synthetic,
INT316,deduce_t0,我怀疑失踪者的同事在伪造不在场证明，动机可能是保险赔偿,deduce,synthetic,
INT317,deduce_t1,根据转账记录与口供时间冲突和时间线推断，真正的作案者更像是楼下保安,deduce,synthetic,
INT318,deduce_t2,结合嫌疑人衣袖上的灰尘来看，这起案件应该不是意外，而是旧日恩怨,deduce,synthetic,
INT319,deduce_t3,从窗台纤维与雨衣材质相同判断，嫌疑人显然提前布置了门锁边缘的刮痕,deduce,synthetic,
INT320,deduce_t4,我认为目击者在刻意转移视线，背后与非法交易有关,deduce,synthetic,
INT321,deduce_t0,我怀疑受害者家属在伪造不在场证明，动机可能是财务纠纷,deduce,synthetic,
INT322,deduce_t1,根据监控在关键时间段突然中断和时间线推断，真正的作案者更像是出租车司机,deduce,synthetic,
INT323,deduce_t2,结合地面残留的泥点来看，这起案件应该不是意外，而是债务压力,deduce,synthetic,
INT324,deduce_t3,从鞋印大小与嫌疑人一致判断，嫌疑人显然提前布置了桌面上未喝完的咖啡杯,deduce,synthetic,
INT325,deduce_t4,我认为楼下保安在刻意转移视线，背后与职场竞争有关,deduce,synthetic,
INT326,deduce_t0,我怀疑便利店店员在伪造不在场证明，动机可能是旧日恩怨,deduce,synthetic,
INT327,deduce_t1,根据窗台纤维与雨衣材质相同和时间线推断，真正的作案者更像是嫌疑人,deduce,synthetic,
INT328,deduce_t2,结合走廊里的脚印来看，这起案件应该不是意外，而是非法交易,deduce,synthetic,
INT329,deduce_t3,从门锁无撬痕但门把有摩擦判断，嫌疑人显然提前布置了手机最后一次通话记录,deduce,synthetic,
INT330,deduce_t4,我认为出租车司机在刻意转移视线，背后与家庭矛盾有关,deduce,synthetic,
INT331,deduce_t0,我怀疑报案人在伪造不在场证明，动机可能是债务压力,deduce,synthetic,
INT332,deduce_t1,根据鞋印大小与嫌疑人一致和时间线推断，真正的作案者更像是失踪者的同事,deduce,synthetic,
INT333,deduce_t2,结合窗台上的纤维碎屑来看，这起案件应该不是意外，而是职场竞争,deduce,synthetic,
INT334,deduce_t3,从走廊地面留下新鲜泥渍判断，嫌疑人显然提前布置了嫌疑人衣袖上的灰尘,deduce,synthetic,
INT335,deduce_t4,我认为嫌疑人在刻意转移视线，背后与隐瞒关系有关,deduce,synthetic,
INT336,deduce_t0,我怀疑目击者在伪造不在场证明，动机可能是非法交易,deduce,synthetic,
INT337,deduce_t1,根据门锁无撬痕但门把有摩擦和时间线推断，真正的作案者更像是受害者家属,deduce,synthetic,
INT338,deduce_t2,结合监控画面中的反光衣角来看，这起案件应该不是意外，而是家庭矛盾,deduce,synthetic,
INT339,deduce_t3,从手机恢复出陌生号码的通话判断，嫌疑人显然提前布置了地面残留的泥点,deduce,synthetic,
INT340,deduce_t4,我认为失踪者的同事在刻意转移视线，背后与保险赔偿有关,deduce,synthetic,
INT341,deduce_t0,我怀疑楼下保安在伪造不在场证明，动机可能是职场竞争,deduce,synthetic,
INT342,deduce_t1,根据走廊地面留下新鲜泥渍和时间线推断，真正的作案者更像是便利店店员,deduce,synthetic,
INT343,deduce_t2,结合门锁边缘的刮痕来看，这起案件应该不是意外，而是隐瞒关系,deduce,synthetic,
INT344,deduce_t3,从车库刹车痕方向异常判断，嫌疑人显然提前布置了走廊里的脚印,deduce,synthetic,
INT345,deduce_t4,我认为受害者家属在刻意转移视线，背后与财务纠纷有关,deduce,synthetic,
INT346,deduce_t0,我怀疑出租车司机在伪造不在场证明，动机可能是家庭矛盾,deduce,synthetic,
INT347,deduce_t1,根据手机恢复出陌生号码的通话和时间线推断，真正的作案者更像是报案人,deduce,synthetic,
INT348,deduce_t2,结合桌面上未喝完的咖啡杯来看，这起案件应该不是意外，而是保险赔偿,deduce,synthetic,
INT349,deduce_t3,从转账记录与口供时间冲突判断，嫌疑人显然提前布置了窗台上的纤维碎屑,deduce,synthetic,
INT350,deduce_t4,我认为便利店店员在刻意转移视线，背后与旧日恩怨有关,deduce,synthetic,
INT351,deduce_t0,我怀疑嫌疑人在伪造不在场证明，动机可能是隐瞒关系,deduce,synthetic,
INT352,deduce_t1,根据车库刹车痕方向异常和时间线推断，真正的作案者更像是目击者,deduce,synthetic,
INT353,deduce_t2,结合手机最后一次通话记录来看，这起案件应该不是意外，而是财务纠纷,deduce,synthetic,
INT354,deduce_t3,从监控在关键时间段突然中断判断，嫌疑人显然提前布置了监控画面中的反光衣角,deduce,synthetic,
INT355,deduce_t4,我认为报案人在刻意转移视线，背后与债务压力有关,deduce,synthetic,
INT356,deduce_t0,我怀疑失踪者的同事在伪造不在场证明，动机可能是保险赔偿,deduce,synthetic,
INT357,deduce_t1,根据转账记录与口供时间冲突和时间线推断，真正的作案者更像是楼下保安,deduce,synthetic,
INT358,deduce_t2,结合嫌疑人衣袖上的灰尘来看，这起案件应该不是意外，而是旧日恩怨,deduce,synthetic,
INT359,deduce_t3,从窗台纤维与雨衣材质相同判断，嫌疑人显然提前布置了门锁边缘的刮痕,deduce,synthetic,
INT360,deduce_t4,我认为目击者在刻意转移视线，背后与非法交易有关,deduce,synthetic,
INT361,deduce_t0,我怀疑受害者家属在伪造不在场证明，动机可能是财务纠纷,deduce,synthetic,
INT362,deduce_t1,根据监控在关键时间段突然中断和时间线推断，真正的作案者更像是出租车司机,deduce,synthetic,
INT363,deduce_t2,结合地面残留的泥点来看，这起案件应该不是意外，而是债务压力,deduce,synthetic,
INT364,deduce_t3,从鞋印大小与嫌疑人一致判断，嫌疑人显然提前布置了桌面上未喝完的咖啡杯,deduce,synthetic,
INT365,deduce_t4,我认为楼下保安在刻意转移视线，背后与职场竞争有关,deduce,synthetic,
INT366,deduce_t0,我怀疑便利店店员在伪造不在场证明，动机可能是旧日恩怨,deduce,synthetic,
INT367,deduce_t1,根据窗台纤维与雨衣材质相同和时间线推断，真正的作案者更像是嫌疑人,deduce,synthetic,
INT368,deduce_t2,结合走廊里的脚印来看，这起案件应该不是意外，而是非法交易,deduce,synthetic,
INT369,deduce_t3,从门锁无撬痕但门把有摩擦判断，嫌疑人显然提前布置了手机最后一次通话记录,deduce,synthetic,
INT370,deduce_t4,我认为出租车司机在刻意转移视线，背后与家庭矛盾有关,deduce,synthetic,
INT371,deduce_t0,我怀疑报案人在伪造不在场证明，动机可能是债务压力,deduce,synthetic,
INT372,deduce_t1,根据鞋印大小与嫌疑人一致和时间线推断，真正的作案者更像是失踪者的同事,deduce,synthetic,
INT373,deduce_t2,结合窗台上的纤维碎屑来看，这起案件应该不是意外，而是职场竞争,deduce,synthetic,
INT374,deduce_t3,从走廊地面留下新鲜泥渍判断，嫌疑人显然提前布置了嫌疑人衣袖上的灰尘,deduce,synthetic,
INT375,deduce_t4,我认为嫌疑人在刻意转移视线，背后与隐瞒关系有关,deduce,synthetic,
INT376,act_t0,我现在前往公寓楼道调取监控，并通知协警封锁商场监控室,act,synthetic,
INT377,act_t1,先跟踪目击者，再在商场监控室布控,act,synthetic,
INT378,act_t2,立即联系车管所核对通话清单的流向,act,synthetic,
INT379,act_t3,我去河边码头取证，同时记录走廊里的脚印的变化,act,synthetic,
INT380,act_t4,马上进入居民楼顶层，把纸质笔录带回去做进一步分析,act,synthetic,
INT381,act_t0,我现在前往案发现场调取监控，并通知协警封锁地下停车场,act,synthetic,
INT382,act_t1,先跟踪楼下保安，再在地下停车场布控,act,synthetic,
INT383,act_t2,立即联系商场管理处核对手机的流向,act,synthetic,
INT384,act_t3,我去公寓楼道取证，同时记录窗台上的纤维碎屑的变化,act,synthetic,
INT385,act_t4,马上进入商场监控室，把车牌记录带回去做进一步分析,act,synthetic,
INT386,act_t0,我现在前往医院走廊调取监控，并通知协警封锁河边码头,act,synthetic,
INT387,act_t1,先跟踪出租车司机，再在河边码头布控,act,synthetic,
INT388,act_t2,立即联系医院保安部核对纸质笔录的流向,act,synthetic,
INT389,act_t3,我去案发现场取证，同时记录监控画面中的反光衣角的变化,act,synthetic,
INT390,act_t4,马上进入地下停车场，把手提袋带回去做进一步分析,act,synthetic,
INT391,act_t0,我现在前往旧仓库调取监控，并通知协警封锁公寓楼道,act,synthetic,
INT392,act_t1,先跟踪嫌疑人，再在公寓楼道布控,act,synthetic,
INT393,act_t2,立即联系交警支队核对车牌记录的流向,act,synthetic,
INT394,act_t3,我去医院走廊取证，同时记录门锁边缘的刮痕的变化,act,synthetic,
INT395,act_t4,马上进入河边码头，把行车记录仪带回去做进一步分析,act,synthetic,
INT396,act_t0,我现在前往居民楼顶层调取监控，并通知协警封锁案发现场,act,synthetic,
INT397,act_t1,先跟踪失踪者的同事，再在案发现场布控,act,synthetic,
INT398,act_t2,立即联系通信运营商核对手提袋的流向,act,synthetic,
INT399,act_t3,我去旧仓库取证，同时记录桌面上未喝完的咖啡杯的变化,act,synthetic,
INT400,act_t4,马上进入公寓楼道，把钥匙串带回去做进一步分析,act,synthetic,
INT401,act_t0,我现在前往商场监控室调取监控，并通知协警封锁医院走廊,act,synthetic,
INT402,act_t1,先跟踪受害者家属，再在医院走廊布控,act,synthetic,
INT403,act_t2,立即联系物业公司核对行车记录仪的流向,act,synthetic,
INT404,act_t3,我去居民楼顶层取证，同时记录手机最后一次通话记录的变化,act,synthetic,
INT405,act_t4,马上进入案发现场，把药盒带回去做进一步分析,act,synthetic,
INT406,act_t0,我现在前往地下停车场调取监控，并通知协警封锁旧仓库,act,synthetic,
INT407,act_t1,先跟踪便利店店员，再在旧仓库布控,act,synthetic,
INT408,act_t2,立即联系车管所核对钥匙串的流向,act,synthetic,
INT409,act_t3,我去商场监控室取证，同时记录嫌疑人衣袖上的灰尘的变化,act,synthetic,
INT410,act_t4,马上进入医院走廊，把通话清单带回去做进一步分析,act,synthetic,
INT411,act_t0,我现在前往河边码头调取监控，并通知协警封锁居民楼顶层,act,synthetic,
INT412,act_t1,先跟踪报案人，再在居民楼顶层布控,act,synthetic,
INT413,act_t2,立即联系商场管理处核对药盒的流向,act,synthetic,
INT414,act_t3,我去地下停车场取证，同时记录地面残留的泥点的变化,act,synthetic,
INT415,act_t4,马上进入旧仓库，把手机带回去做进一步分析,act,synthetic,
INT416,act_t0,我现在前往公寓楼道调取监控，并通知协警封锁商场监控室,act,synthetic,
INT417,act_t1,先跟踪目击者，再在商场监控室布控,act,synthetic,
INT418,act_t2,立即联系医院保安部核对通话清单的流向,act,synthetic,
INT419,act_t3,我去河边码头取证，同时记录走廊里的脚印的变化,act,synthetic,
INT420,act_t4,马上进入居民楼顶层，把纸质笔录带回去做进一步分析,act,synthetic,
INT421,act_t0,我现在前往案发现场调取监控，并通知协警封锁地下停车场,act,synthetic,
INT422,act_t1,先跟踪楼下保安，再在地下停车场布控,act,synthetic,
INT423,act_t2,立即联系交警支队核对手机的流向,act,synthetic,
INT424,act_t3,我去公寓楼道取证，同时记录窗台上的纤维碎屑的变化,act,synthetic,
INT425,act_t4,马上进入商场监控室，把车牌记录带回去做进一步分析,act,synthetic,
INT426,act_t0,我现在前往医院走廊调取监控，并通知协警封锁河边码头,act,synthetic,
INT427,act_t1,先跟踪出租车司机，再在河边码头布控,act,synthetic,
INT428,act_t2,立即联系通信运营商核对纸质笔录的流向,act,synthetic,
INT429,act_t3,我去案发现场取证，同时记录监控画面中的反光衣角的变化,act,synthetic,
INT430,act_t4,马上进入地下停车场，把手提袋带回去做进一步分析,act,synthetic,
INT431,act_t0,我现在前往旧仓库调取监控，并通知协警封锁公寓楼道,act,synthetic,
INT432,act_t1,先跟踪嫌疑人，再在公寓楼道布控,act,synthetic,
INT433,act_t2,立即联系物业公司核对车牌记录的流向,act,synthetic,
INT434,act_t3,我去医院走廊取证，同时记录门锁边缘的刮痕的变化,act,synthetic,
INT435,act_t4,马上进入河边码头，把行车记录仪带回去做进一步分析,act,synthetic,
INT436,act_t0,我现在前往居民楼顶层调取监控，并通知协警封锁案发现场,act,synthetic,
INT437,act_t1,先跟踪失踪者的同事，再在案发现场布控,act,synthetic,
INT438,act_t2,立即联系车管所核对手提袋的流向,act,synthetic,
INT439,act_t3,我去旧仓库取证，同时记录桌面上未喝完的咖啡杯的变化,act,synthetic,
INT440,act_t4,马上进入公寓楼道，把钥匙串带回去做进一步分析,act,synthetic,
INT441,act_t0,我现在前往商场监控室调取监控，并通知协警封锁医院走廊,act,synthetic,
INT442,act_t1,先跟踪受害者家属，再在医院走廊布控,act,synthetic,
INT443,act_t2,立即联系商场管理处核对行车记录仪的流向,act,synthetic,
INT444,act_t3,我去居民楼顶层取证，同时记录手机最后一次通话记录的变化,act,synthetic,
INT445,act_t4,马上进入案发现场，把药盒带回去做进一步分析,act,synthetic,
INT446,act_t0,我现在前往地下停车场调取监控，并通知协警封锁旧仓库,act,synthetic,
INT447,act_t1,先跟踪便利店店员，再在旧仓库布控,act,synthetic,
INT448,act_t2,立即联系医院保安部核对钥匙串的流向,act,synthetic,
INT449,act_t3,我去商场监控室取证，同时记录嫌疑人衣袖上的灰尘的变化,act,synthetic,
INT450,act_t4,马上进入医院走廊，把通话清单带回去做进一步分析,act,synthetic,
INT451,act_t0,我现在前往河边码头调取监控，并通知协警封锁居民楼顶层,act,synthetic,
INT452,act_t1,先跟踪报案人，再在居民楼顶层布控,act,synthetic,
INT453,act_t2,立即联系交警支队核对药盒的流向,act,synthetic,
INT454,act_t3,我去地下停车场取证，同时记录地面残留的泥点的变化,act,synthetic,
INT455,act_t4,马上进入旧仓库，把手机带回去做进一步分析,act,synthetic,
INT456,act_t0,我现在前往公寓楼道调取监控，并通知协警封锁商场监控室,act,synthetic,
INT457,act_t1,先跟踪目击者，再在商场监控室布控,act,synthetic,
INT458,act_t2,立即联系通信运营商核对通话清单的流向,act,synthetic,
INT459,act_t3,我去河边码头取证，同时记录走廊里的脚印的变化,act,synthetic,
INT460,act_t4,马上进入居民楼顶层，把纸质笔录带回去做进一步分析,act,synthetic,
INT461,act_t0,我现在前往案发现场调取监控，并通知协警封锁地下停车场,act,synthetic,
INT462,act_t1,先跟踪楼下保安，再在地下停车场布控,act,synthetic,
INT463,act_t2,立即联系物业公司核对手机的流向,act,synthetic,
INT464,act_t3,我去公寓楼道取证，同时记录窗台上的纤维碎屑的变化,act,synthetic,
INT465,act_t4,马上进入商场监控室，把车牌记录带回去做进一步分析,act,synthetic,
INT466,act_t0,我现在前往医院走廊调取监控，并通知协警封锁河边码头,act,synthetic,
INT467,act_t1,先跟踪出租车司机，再在河边码头布控,act,synthetic,
INT468,act_t2,立即联系车管所核对纸质笔录的流向,act,synthetic,
INT469,act_t3,我去案发现场取证，同时记录监控画面中的反光衣角的变化,act,synthetic,
INT470,act_t4,马上进入地下停车场，把手提袋带回去做进一步分析,act,synthetic,
INT471,act_t0,我现在前往旧仓库调取监控，并通知协警封锁公寓楼道,act,synthetic,
INT472,act_t1,先跟踪嫌疑人，再在公寓楼道布控,act,synthetic,
INT473,act_t2,立即联系商场管理处核对车牌记录的流向,act,synthetic,
INT474,act_t3,我去医院走廊取证，同时记录门锁边缘的刮痕的变化,act,synthetic,
INT475,act_t4,马上进入河边码头，把行车记录仪带回去做进一步分析,act,synthetic,
INT476,act_t0,我现在前往居民楼顶层调取监控，并通知协警封锁案发现场,act,synthetic,
INT477,act_t1,先跟踪失踪者的同事，再在案发现场布控,act,synthetic,
INT478,act_t2,立即联系医院保安部核对手提袋的流向,act,synthetic,
INT479,act_t3,我去旧仓库取证，同时记录桌面上未喝完的咖啡杯的变化,act,synthetic,
INT480,act_t4,马上进入公寓楼道，把钥匙串带回去做进一步分析,act,synthetic,
INT481,act_t0,我现在前往商场监控室调取监控，并通知协警封锁医院走廊,act,synthetic,
INT482,act_t1,先跟踪受害者家属，再在医院走廊布控,act,synthetic,
INT483,act_t2,立即联系交警支队核对行车记录仪的流向,act,synthetic,
INT484,act_t3,我去居民楼顶层取证，同时记录手机最后一次通话记录的变化,act,synthetic,
INT485,act_t4,马上进入案发现场，把药盒带回去做进一步分析,act,synthetic,
INT486,act_t0,我现在前往地下停车场调取监控，并通知协警封锁旧仓库,act,synthetic,
INT487,act_t1,先跟踪便利店店员，再在旧仓库布控,act,synthetic,
INT488,act_t2,立即联系通信运营商核对钥匙串的流向,act,synthetic,
INT489,act_t3,我去商场监控室取证，同时记录嫌疑人衣袖上的灰尘的变化,act,synthetic,
INT490,act_t4,马上进入医院走廊，把通话清单带回去做进一步分析,act,synthetic,
INT491,act_t0,我现在前往河边码头调取监控，并通知协警封锁居民楼顶层,act,synthetic,
INT492,act_t1,先跟踪报案人，再在居民楼顶层布控,act,synthetic,
INT493,act_t2,立即联系物业公司核对药盒的流向,act,synthetic,
INT494,act_t3,我去地下停车场取证，同时记录地面残留的泥点的变化,act,synthetic,
INT495,act_t4,马上进入旧仓库，把手机带回去做进一步分析,act,synthetic,
INT496,act_t0,我现在前往公寓楼道调取监控，并通知协警封锁商场监控室,act,synthetic,
INT497,act_t1,先跟踪目击者，再在商场监控室布控,act,synthetic,
INT498,act_t2,立即联系车管所核对通话清单的流向,act,synthetic,
INT499,act_t3,我去河边码头取证，同时记录走廊里的脚印的变化,act,synthetic,
INT500,act_t4,马上进入居民楼顶层，把纸质笔录带回去做进一步分析,act,synthetic,
